id,created_at,buyer,seller,trade_type,btc_amount,btc_traded,fee_btc,btc_amount_less_fee,btc_final,fiat_amount,fiat_fee,fiat_per_btc,currency,exchange_rate,transaction_released_at,online_provider,reference
26354116,2018-08-09 23:02:51+00:00,MMattLeeE,mazltov,ONLINE_BUY,0.13408420,0.13408420,0.00134084,0.13274336,0.13274336,59000.00,590.00,444466.68,RUB,440022.02,2018-08-09 23:05:38+00:00,SPECIFIC_BANK,L26354116BFOUYS
26354157,2018-08-09 23:04:21+00:00,MMattLeeE,KonstantinQ,ONLINE_BUY,0.10256964,0.10256964,0.00102570,0.10154394,0.10154394,45133.00,451.33,444467.69,RUB,440022.99,2018-08-09 23:08:25+00:00,SPECIFIC_BANK,L26354157BFOUZX
26354305,2018-08-09 23:09:10+00:00,olezhka-baryshnikov,MMattLeeE,ONLINE_SELL,0.01108937,0.01097957,0.00010980,0.01097957,0.01108937,5100.00,50.50,464499.07,RUB,464499.07,2018-08-09 23:12:24+00:00,SPECIFIC_BANK,L26354305BFOV41
26354500,2018-08-09 23:17:01+00:00,aperq,MMattLeeE,ONLINE_SELL,0.01959918,0.01940513,0.00019405,0.01940513,0.01959918,9000.00,89.11,463794.88,RUB,463794.88,2018-08-09 23:21:02+00:00,SPECIFIC_BANK,L26354500BFOV9G
26354741,2018-08-09 23:24:21+00:00,dollarmakershikashaker,MMattLeeE,ONLINE_SELL,0.06914214,0.06845756,0.00068458,0.06845756,0.06914214,31750.00,314.36,463791.00,RUB,463791.00,,SPECIFIC_BANK,L26354741BFOVG5
26354805,2018-08-09 23:26:59+00:00,SAVELII16RUS,MMattLeeE,ONLINE_SELL,0.02181435,0.02159837,0.00021598,0.02159837,0.02181435,10000.00,99.01,462997.90,RUB,462997.90,2018-08-09 23:32:26+00:00,SPECIFIC_BANK,L26354805BFOVHX
26354570,2018-08-09 23:19:09+00:00,zakolot,MMattLeeE,ONLINE_SELL,0.02177691,0.02156130,0.00021561,0.02156130,0.02177691,10000.00,99.01,463793.93,RUB,463793.93,2018-08-09 23:33:04+00:00,SPECIFIC_BANK,L26354570BFOVBE
26355115,2018-08-09 23:38:16+00:00,alexvasiliev87,MMattLeeE,ONLINE_SELL,0.01662205,0.01645748,0.00016457,0.01645748,0.01662205,7600.00,75.25,461796.10,RUB,461796.10,2018-08-09 23:40:21+00:00,SPECIFIC_BANK,L26355115BFOVQJ
26355179,2018-08-09 23:40:59+00:00,be1ka666,MMattLeeE,ONLINE_SELL,0.03718108,0.03681295,0.00036813,0.03681295,0.03718108,17000.00,168.32,461794.02,RUB,461794.02,,SPECIFIC_BANK,L26355179BFOVSB
26355380,2018-08-09 23:47:49+00:00,be1ka666,MMattLeeE,ONLINE_SELL,0.03765911,0.03728625,0.00037286,0.03728625,0.03765911,17200.00,170.30,461296.05,RUB,461296.05,2018-08-09 23:48:26+00:00,SPECIFIC_BANK,L26355380BFOVXW
26355766,2018-08-10 00:03:13+00:00,Anya_9696,MMattLeeE,ONLINE_SELL,0.01998157,0.01978373,0.00019784,0.01978373,0.01998157,9100.00,90.10,459973.93,RUB,459973.93,2018-08-10 00:09:24+00:00,SPECIFIC_BANK,L26355766BFOW8M
26355881,2018-08-10 00:07:42+00:00,wizard2580,MMattLeeE,ONLINE_SELL,0.01098536,0.01087659,0.00010877,0.01087659,0.01098536,5001.00,49.52,459794.84,RUB,459794.84,2018-08-10 00:11:33+00:00,SPECIFIC_BANK,L26355881BFOWBT
26355878,2018-08-10 00:07:35+00:00,Kiriollan,MMattLeeE,ONLINE_SELL,0.01317978,0.01304929,0.00013049,0.01304929,0.01317978,6000.00,59.40,459795.13,RUB,459795.13,2018-08-10 00:12:26+00:00,SPECIFIC_BANK,L26355878BFOWBQ
26357015,2018-08-10 00:55:47+00:00,Barmen1986,MMattLeeE,ONLINE_SELL,0.06230585,0.06168896,0.00061689,0.06168896,0.06230585,28000.00,277.23,453889.97,RUB,453889.97,2018-08-10 00:59:17+00:00,SPECIFIC_BANK,L26357015BFOX7B
26372077,2018-08-10 10:16:25+00:00,MMattLeeE,Womix,ONLINE_BUY,0.06978351,0.06978351,0.00069784,0.06908567,0.06908567,30000.00,300.00,434243.45,RUB,429900.99,2018-08-10 10:18:49+00:00,SPECIFIC_BANK,L26372077BFP8TP
26372465,2018-08-10 10:24:13+00:00,mnepohui,MMattLeeE,ONLINE_SELL,0.01581281,0.01565625,0.00015656,0.01565625,0.01581281,7000.00,69.31,447105.79,RUB,447105.79,,SPECIFIC_BANK,L26372465BFP94H
26373043,2018-08-10 10:34:31+00:00,Higgswilson,MMattLeeE,ONLINE_SELL,0.01133076,0.01121857,0.00011219,0.01121857,0.01133076,5000.00,49.51,445689.60,RUB,445689.60,2018-08-10 10:41:33+00:00,SPECIFIC_BANK,L26373043BFP9KJ
26373126,2018-08-10 10:35:52+00:00,MMattLeeE,alenyakubov,ONLINE_BUY,0.04652104,0.04652104,0.00046521,0.04605583,0.04605583,20000.00,200.00,434255.55,RUB,429913.00,2018-08-10 10:43:07+00:00,SPECIFIC_BANK,L26373126BFP9MU
26373359,2018-08-10 10:40:19+00:00,spoluektov,MMattLeeE,ONLINE_SELL,0.02674302,0.02647824,0.00026478,0.02647824,0.02674302,11800.00,116.83,445648.96,RUB,445648.96,2018-08-10 10:43:42+00:00,SPECIFIC_BANK,L26373359BFP9TB
26373572,2018-08-10 10:44:48+00:00,Ganik347,MMattLeeE,ONLINE_SELL,0.01178533,0.01166864,0.00011669,0.01166864,0.01178533,5200.00,51.49,445638.91,RUB,445638.91,2018-08-10 10:49:35+00:00,SPECIFIC_BANK,L26373572BFP9Z8
26373740,2018-08-10 10:48:17+00:00,Gavnila,MMattLeeE,ONLINE_SELL,0.04040000,0.04000000,0.00040000,0.04000000,0.04040000,17825.48,176.49,445637.00,RUB,445637.00,,SPECIFIC_BANK,L26373740BFPA3W
26373001,2018-08-10 10:33:33+00:00,MMattLeeE,Maximillian422,ONLINE_BUY,0.12881503,0.12881503,0.00128815,0.12752688,0.12752688,55379.00,553.79,434253.55,RUB,429911.01,2018-08-10 10:50:50+00:00,SPECIFIC_BANK,L26373001BFP9JD
26373747,2018-08-10 10:48:21+00:00,salewex1,MMattLeeE,ONLINE_SELL,0.02266419,0.02243979,0.00022440,0.02243979,0.02266419,10000.00,99.01,445636.97,RUB,445636.97,2018-08-10 10:53:03+00:00,SPECIFIC_BANK,L26373747BFPA43
26374284,2018-08-10 10:58:02+00:00,dit82,MMattLeeE,ONLINE_SELL,0.02266419,0.02243979,0.00022440,0.02243979,0.02266419,10000.00,99.01,445636.97,RUB,445636.97,2018-08-10 11:00:34+00:00,SPECIFIC_BANK,L26374284BFPAJ0
26374091,2018-08-10 10:54:11+00:00,AlexTradeIn34,MMattLeeE,ONLINE_SELL,0.01201196,0.01189303,0.00011893,0.01189303,0.01201196,5300.00,52.48,445639.17,RUB,445639.17,2018-08-10 11:02:44+00:00,SPECIFIC_BANK,L26374091BFPADN
26374409,2018-08-10 11:00:30+00:00,Grishkovec77,MMattLeeE,ONLINE_SELL,0.01359857,0.01346393,0.00013464,0.01346393,0.01359857,6000.00,59.41,445635.12,RUB,445635.12,2018-08-10 11:03:49+00:00,SPECIFIC_BANK,L26374409BFPAMH
26374419,2018-08-10 11:00:44+00:00,vindm,MMattLeeE,ONLINE_SELL,0.03626286,0.03590382,0.00035904,0.03590382,0.03626286,16000.00,158.42,445635.03,RUB,445635.03,2018-08-10 11:04:13+00:00,SPECIFIC_BANK,L26374419BFPAMR
26374536,2018-08-10 11:02:48+00:00,Dzhivam,MMattLeeE,ONLINE_SELL,0.01949137,0.01929839,0.00019298,0.01929839,0.01949137,8600.00,85.15,445633.03,RUB,445633.03,2018-08-10 11:04:54+00:00,SPECIFIC_BANK,L26374536BFPAQ0
26374699,2018-08-10 11:05:46+00:00,killerscats,MMattLeeE,ONLINE_SELL,0.01427863,0.01413726,0.00014137,0.01413726,0.01427863,6300.00,62.38,445630.91,RUB,445630.91,2018-08-10 11:11:21+00:00,SPECIFIC_BANK,L26374699BFPAUJ
26375977,2018-08-10 11:28:17+00:00,pplan,MMattLeeE,ONLINE_SELL,0.05218770,0.05167099,0.00051671,0.05167099,0.05218770,22745.00,225.20,440188.97,RUB,440188.97,2018-08-10 11:36:50+00:00,SPECIFIC_BANK,L26375977BFPBU1
26387270,2018-08-10 14:18:02+00:00,MMattLeeE,www.12co.in,ONLINE_BUY,0.06791510,0.06791510,0.00067915,0.06723595,0.06723595,30000.00,300.00,446189.87,RUB,441727.98,2018-08-10 14:22:38+00:00,SPECIFIC_BANK,L26387270BFPKJQ
26388052,2018-08-10 14:27:13+00:00,Kirill132694,MMattLeeE,ONLINE_SELL,0.01103191,0.01092268,0.00010923,0.01092268,0.01103191,5000.00,49.51,457763.11,RUB,457763.11,,SPECIFIC_BANK,L26388052BFPL5G
26388617,2018-08-10 14:33:58+00:00,MMattLeeE,IROBOT,ONLINE_BUY,0.07951900,0.07951900,0.00079519,0.07872381,0.07872381,35126.88,351.27,446204.01,RUB,441741.97,2018-08-10 14:39:42+00:00,SPECIFIC_BANK,L26388617BFPLL5
26388493,2018-08-10 14:32:30+00:00,MissSiXXtY,MMattLeeE,ONLINE_SELL,0.01103481,0.01092555,0.00010926,0.01092555,0.01103481,5000.00,49.51,457642.86,RUB,457642.86,2018-08-10 14:40:17+00:00,SPECIFIC_BANK,L26388493BFPLHP
26389175,2018-08-10 14:40:47+00:00,drozdalex92,MMattLeeE,ONLINE_SELL,0.02207177,0.02185324,0.00021853,0.02185324,0.02207177,10000.00,99.01,457598.05,RUB,457598.05,,SPECIFIC_BANK,L26389175BFPM0N
26388551,2018-08-10 14:33:11+00:00,twaingod1,MMattLeeE,ONLINE_SELL,0.01269002,0.01256438,0.00012564,0.01256438,0.01269002,5750.00,56.93,457642.96,RUB,457642.96,2018-08-10 14:43:30+00:00,SPECIFIC_BANK,L26388551BFPLJB
26389276,2018-08-10 14:42:04+00:00,temra8787,MMattLeeE,ONLINE_SELL,0.01302234,0.01289341,0.00012893,0.01289341,0.01302234,5900.00,58.41,457598.11,RUB,457598.11,2018-08-10 14:44:26+00:00,SPECIFIC_BANK,L26389276BFPM3G
26389361,2018-08-10 14:43:04+00:00,MMattLeeE,denis125,ONLINE_BUY,0.07696678,0.07696678,0.00076967,0.07619711,0.07619711,34000.00,340.00,446211.15,RUB,441749.02,2018-08-10 14:47:47+00:00,SPECIFIC_BANK,L26389361BFPM5T
26389509,2018-08-10 14:44:33+00:00,Misha1325,MMattLeeE,ONLINE_SELL,0.01357420,0.01343980,0.00013440,0.01343980,0.01357420,6150.00,60.89,457596.10,RUB,457596.10,2018-08-10 14:48:05+00:00,SPECIFIC_BANK,L26389509BFPM9X
26389608,2018-08-10 14:45:50+00:00,Pioner268,MMattLeeE,ONLINE_SELL,0.01456743,0.01442320,0.00014423,0.01442320,0.01456743,6600.00,65.35,457596.10,RUB,457596.10,,SPECIFIC_BANK,L26389608BFPMCO
26389422,2018-08-10 14:43:34+00:00,Deeploop1,MMattLeeE,ONLINE_SELL,0.01147735,0.01136371,0.00011364,0.01136371,0.01147735,5200.00,51.49,457597.03,RUB,457597.03,2018-08-10 14:50:38+00:00,SPECIFIC_BANK,L26389422BFPM7I
26389510,2018-08-10 14:44:33+00:00,misha1982,MMattLeeE,ONLINE_SELL,0.01125665,0.01114520,0.00011145,0.01114520,0.01125665,5100.00,50.49,457596.10,RUB,457596.10,,SPECIFIC_BANK,L26389510BFPM9Y
26389880,2018-08-10 14:49:08+00:00,zakhar364,MMattLeeE,ONLINE_SELL,0.01103606,0.01092679,0.00010927,0.01092679,0.01103606,5000.00,49.51,457590.93,RUB,457590.93,,SPECIFIC_BANK,L26389880BFPMK8
26390171,2018-08-10 14:52:53+00:00,Al666666,MMattLeeE,ONLINE_SELL,0.01103681,0.01092753,0.00010928,0.01092753,0.01103681,5000.00,49.51,457559.94,RUB,457559.94,2018-08-10 15:00:22+00:00,SPECIFIC_BANK,L26390171BFPMSB
26390989,2018-08-10 15:02:59+00:00,uprov_,MMattLeeE,ONLINE_SELL,0.01209783,0.01197805,0.00011978,0.01197805,0.01209783,5450.00,53.96,454998.94,RUB,454998.94,2018-08-10 15:07:16+00:00,SPECIFIC_BANK,L26390989BFPNF1
26391126,2018-08-10 15:04:43+00:00,89922221111,MMattLeeE,ONLINE_SELL,0.01220885,0.01208797,0.00012088,0.01208797,0.01220885,5500.00,54.46,454997.82,RUB,454997.82,2018-08-10 15:10:00+00:00,SPECIFIC_BANK,L26391126BFPNIU
26391555,2018-08-10 15:10:18+00:00,Vodnic,MMattLeeE,ONLINE_SELL,0.01109905,0.01098916,0.00010989,0.01098916,0.01109905,5000.00,49.50,454993.83,RUB,454993.83,,SPECIFIC_BANK,L26391555BFPNUR
26388917,2018-08-10 14:37:26+00:00,Canon_S0ny,MMattLeeE,ONLINE_SELL,0.01167594,0.01156034,0.00011560,0.01156034,0.01167594,5290.00,52.37,457599.00,RUB,457599.00,,SPECIFIC_BANK,L26388917BFPLTH
26391171,2018-08-10 15:05:25+00:00,VasiliSterkin,MMattLeeE,ONLINE_SELL,0.01731436,0.01714293,0.00017143,0.01714293,0.01731436,7800.00,77.23,454998.07,RUB,454998.07,2018-08-10 15:13:12+00:00,SPECIFIC_BANK,L26391171BFPNK3
26391726,2018-08-10 15:12:17+00:00,Axellan,MMattLeeE,ONLINE_SELL,0.01531675,0.01516510,0.00015165,0.01516510,0.01531675,6900.00,68.32,454992.05,RUB,454992.05,2018-08-10 15:17:42+00:00,SPECIFIC_BANK,L26391726BFPNZI
26392372,2018-08-10 15:20:36+00:00,Takkaridonga,MMattLeeE,ONLINE_SELL,0.01442908,0.01428622,0.00014286,0.01428622,0.01442908,6500.00,64.36,454983.89,RUB,454983.89,2018-08-10 15:23:29+00:00,SPECIFIC_BANK,L26392372BFPOHG
26391090,2018-08-10 15:04:15+00:00,alexvans,MMattLeeE,ONLINE_SELL,0.01724777,0.01707700,0.00017077,0.01707700,0.01724777,7770.00,76.93,454997.95,RUB,454997.95,,SPECIFIC_BANK,L26391090BFPNHU
26392158,2018-08-10 15:17:52+00:00,andrey158,MMattLeeE,ONLINE_SELL,0.01553890,0.01538505,0.00015385,0.01538505,0.01553890,7000.00,69.31,454987.15,RUB,454987.15,2018-08-10 15:27:06+00:00,SPECIFIC_BANK,L26392158BFPOBI
26393014,2018-08-10 15:28:28+00:00,O4EHb6blCTPO,MMattLeeE,ONLINE_SELL,0.06241557,0.06179759,0.00061798,0.06179759,0.06241557,27802.00,275.27,449888.09,RUB,449888.09,2018-08-10 15:34:56+00:00,SPECIFIC_BANK,L26393014BFPOZA
26414725,2018-08-10 20:01:11+00:00,MMattLeeE,smixfan,ONLINE_BUY,0.08999999,0.08999999,0.00090000,0.08909999,0.08909999,39485.53,394.86,443159.76,RUB,438728.16,2018-08-10 20:10:53+00:00,SPECIFIC_BANK,L26414725BFQ5QD
26414953,2018-08-10 20:04:59+00:00,MMattLeeE,twix8899,ONLINE_BUY,0.05753111,0.05753111,0.00057531,0.05695580,0.05695580,25250.00,252.50,443326.23,RUB,438892.97,2018-08-10 20:11:22+00:00,SPECIFIC_BANK,L26414953BFQ5WP
26416248,2018-08-10 20:26:54+00:00,besyatina,MMattLeeE,ONLINE_SELL,0.02640615,0.02614470,0.00026145,0.02614470,0.02640615,12000.00,118.81,458984.04,RUB,458984.04,2018-08-10 20:31:09+00:00,SPECIFIC_BANK,L26416248BFQ6WO
26415297,2018-08-10 20:11:17+00:00,MMattLeeE,Kodastan,ONLINE_BUY,0.06835379,0.06835379,0.00068354,0.06767025,0.06767025,30000.00,300.00,443326.28,RUB,438893.00,2018-08-10 20:39:50+00:00,SPECIFIC_BANK,L26415297BFQ669
26417008,2018-08-10 20:39:42+00:00,dollarbay,MMattLeeE,ONLINE_SELL,0.04474835,0.04430530,0.00044305,0.04430530,0.04474835,20280.00,200.79,457733.05,RUB,457733.05,2018-08-10 20:47:14+00:00,SPECIFIC_BANK,L26417008BFQ7HS
26418227,2018-08-10 21:00:49+00:00,stvkul193,MMattLeeE,ONLINE_SELL,0.05203357,0.05151839,0.00051518,0.05151839,0.05203357,23000.00,227.72,446442.52,RUB,446442.52,2018-08-10 21:07:07+00:00,SPECIFIC_BANK,L26418227BFQ8FN
26418605,2018-08-10 21:07:39+00:00,inorgen71,MMattLeeE,ONLINE_SELL,0.02270270,0.02247792,0.00022478,0.02247792,0.02270270,10000.00,99.01,444881.02,RUB,444881.02,2018-08-10 21:15:26+00:00,SPECIFIC_BANK,L26418605BFQ8Q5
26419594,2018-08-10 21:25:07+00:00,Malinov.D.C,MMattLeeE,ONLINE_SELL,0.01213701,0.01201684,0.00012017,0.01201684,0.01213701,5300.00,52.48,441047.73,RUB,441047.73,2018-08-10 21:29:53+00:00,SPECIFIC_BANK,L26419594BFQ9HM
26419440,2018-08-10 21:22:29+00:00,fakofred,MMattLeeE,ONLINE_SELL,0.01213701,0.01201684,0.00012017,0.01201684,0.01213701,5300.00,52.48,441047.73,RUB,441047.73,2018-08-10 21:36:50+00:00,SPECIFIC_BANK,L26419440BFQ9DC
26420003,2018-08-10 21:32:30+00:00,kvakazyabra,MMattLeeE,ONLINE_SELL,0.04354920,0.04311802,0.00043118,0.04311802,0.04354920,19000.00,188.12,440651.03,RUB,440651.03,2018-08-10 21:46:50+00:00,SPECIFIC_BANK,L26420003BFQ9SZ
26423782,2018-08-10 22:55:46+00:00,MMattLeeE,antuan7,ONLINE_BUY,0.07440000,0.07440000,0.00074400,0.07365600,0.07365600,31866.71,318.67,432642.42,RUB,428315.99,2018-08-10 23:00:24+00:00,SPECIFIC_BANK,L26423782BFQCPY
26424221,2018-08-10 23:07:57+00:00,prok666,MMattLeeE,ONLINE_SELL,0.02708416,0.02681600,0.00026816,0.02681600,0.02708416,12000.00,118.81,447494.03,RUB,447494.03,2018-08-10 23:17:15+00:00,SPECIFIC_BANK,L26424221BFQD25
26424062,2018-08-10 23:03:29+00:00,Dobermann13,MMattLeeE,ONLINE_SELL,0.02482709,0.02458128,0.00024581,0.02458128,0.02482709,11000.00,108.91,447495.00,RUB,447495.00,2018-08-10 23:29:05+00:00,SPECIFIC_BANK,L26424062BFQCXQ
26425122,2018-08-10 23:34:12+00:00,MMattLeeE,ArminVanBitcoin,ONLINE_BUY,0.04679282,0.04679282,0.00046793,0.04632489,0.04632489,20000.00,200.00,431733.35,RUB,427416.00,2018-08-10 23:38:59+00:00,SPECIFIC_BANK,L26425122BFQDR6
26425366,2018-08-10 23:41:35+00:00,MMattLeeE,cryptoil,ONLINE_BUY,0.05350001,0.05350001,0.00053500,0.05296501,0.05296501,22815.40,228.15,430763.63,RUB,426456.00,,SPECIFIC_BANK,L26425366BFQDXY
26425786,2018-08-10 23:55:33+00:00,Tosha163,MMattLeeE,ONLINE_SELL,0.06780131,0.06713001,0.00067130,0.06713001,0.06780131,30000.00,297.03,446894.02,RUB,446894.02,2018-08-11 00:05:11+00:00,SPECIFIC_BANK,L26425786BFQE9M
26428210,2018-08-11 01:23:58+00:00,MMattLeeE,kolovr144,ONLINE_BUY,0.02387740,0.02387740,0.00023877,0.02363863,0.02363863,10000.00,100.00,423036.36,RUB,418806.07,2018-08-11 01:30:33+00:00,SPECIFIC_BANK,L26428210BFQG4Y
26428553,2018-08-11 01:39:21+00:00,MMattLeeE,Kali2019,ONLINE_BUY,0.03182685,0.03182685,0.00031827,0.03150858,0.03150858,13345.22,133.45,423542.41,RUB,419306.97,2018-08-11 01:44:09+00:00,SPECIFIC_BANK,L26428553BFQGEH
26428799,2018-08-11 01:50:09+00:00,Deniska3960,MMattLeeE,ONLINE_SELL,0.01189608,0.01177830,0.00011778,0.01177830,0.01189608,5300.00,52.47,449980.05,RUB,449980.05,2018-08-11 01:52:20+00:00,SPECIFIC_BANK,L26428799BFQGLB
26428943,2018-08-11 01:57:14+00:00,sockol007,MMattLeeE,ONLINE_SELL,0.01642104,0.01625846,0.00016258,0.01625846,0.01642104,7300.00,72.28,448997.01,RUB,448997.01,,SPECIFIC_BANK,L26428943BFQGPB
26428945,2018-08-11 01:57:26+00:00,bro_88,MMattLeeE,ONLINE_SELL,0.02002013,0.01982191,0.00019822,0.01982191,0.02002013,8900.00,88.12,448998.10,RUB,448998.10,,SPECIFIC_BANK,L26428945BFQGPD
26429084,2018-08-11 02:04:17+00:00,bro_88,MMattLeeE,ONLINE_SELL,0.01979532,0.01959933,0.00019599,0.01959933,0.01979532,8800.00,87.13,448994.94,RUB,448994.94,2018-08-11 02:06:48+00:00,SPECIFIC_BANK,L26429084BFQGT8
26429295,2018-08-11 02:16:04+00:00,MMattLeeE,Dasha2017,ONLINE_BUY,0.03588457,0.03588457,0.00035885,0.03552572,0.03552572,15000.00,150.00,422229.30,RUB,418006.96,2018-08-11 02:19:31+00:00,SPECIFIC_BANK,L26429295BFQGZ3
26429467,2018-08-11 02:26:58+00:00,lowkickerr,MMattLeeE,ONLINE_SELL,0.05922542,0.05863903,0.00058639,0.05863903,0.05922542,25800.00,255.45,439979.99,RUB,439979.99,2018-08-11 02:30:08+00:00,SPECIFIC_BANK,L26429467BFQH3V
26452438,2018-08-11 13:33:59+00:00,MMattLeeE,svato676,ONLINE_BUY,0.04798842,0.04798842,0.00047988,0.04750854,0.04750854,20500.00,205.00,431501.37,RUB,427186.39,2018-08-11 13:38:27+00:00,SPECIFIC_BANK,L26452438BFQYTY
26452865,2018-08-11 13:41:46+00:00,jestky,MMattLeeE,ONLINE_SELL,0.01536479,0.01521266,0.00015213,0.01521266,0.01536479,6800.00,67.33,446996.12,RUB,446996.12,2018-08-11 13:45:09+00:00,SPECIFIC_BANK,L26452865BFQZ5T
26455225,2018-08-11 14:20:01+00:00,MMattLeeE,vanadiumbeatz,ONLINE_BUY,0.02351450,0.02351450,0.00023514,0.02327936,0.02327936,10138.56,101.38,435517.13,RUB,431162.05,,SPECIFIC_BANK,L26455225BFR0ZD
26459188,2018-08-11 15:23:08+00:00,MMattLeeE,Venera198,ONLINE_BUY,0.11489920,0.11489920,0.00114899,0.11375021,0.11375021,49918.53,499.18,438843.41,RUB,434454.98,2018-08-11 15:26:46+00:00,SPECIFIC_BANK,L26459188BFR41G
26459688,2018-08-11 15:30:22+00:00,Tata464,MMattLeeE,ONLINE_SELL,0.01448349,0.01434009,0.00014340,0.01434009,0.01448349,6450.00,63.86,449787.97,RUB,449787.97,2018-08-11 15:34:19+00:00,SPECIFIC_BANK,L26459688BFR4FC
26459577,2018-08-11 15:28:52+00:00,Romikkk444,MMattLeeE,ONLINE_SELL,0.01322575,0.01309480,0.00013095,0.01309480,0.01322575,5890.00,58.32,449796.87,RUB,449796.87,2018-08-11 15:37:07+00:00,SPECIFIC_BANK,L26459577BFR4C9
26459906,2018-08-11 15:33:38+00:00,Priannik,MMattLeeE,ONLINE_SELL,0.02203551,0.02181734,0.00021817,0.02181734,0.02203551,9800.00,97.03,449184.00,RUB,449184.00,2018-08-11 15:37:49+00:00,SPECIFIC_BANK,L26459906BFR4LE
26460046,2018-08-11 15:35:37+00:00,Vigenn,MMattLeeE,ONLINE_SELL,0.06071412,0.06011299,0.00060113,0.06011299,0.06071412,27000.00,267.33,449154.17,RUB,449154.17,,SPECIFIC_BANK,L26460046BFR4PA
26460261,2018-08-11 15:38:53+00:00,arturgaptiev,MMattLeeE,ONLINE_SELL,0.03103160,0.03072436,0.00030724,0.03072436,0.03103160,13800.00,136.63,449155.00,RUB,449155.00,2018-08-11 15:42:49+00:00,SPECIFIC_BANK,L26460261BFR4V9
26460065,2018-08-11 15:35:54+00:00,H1ddEn,MMattLeeE,ONLINE_SELL,0.01349190,0.01335832,0.00013358,0.01335832,0.01349190,6000.00,59.40,449158.28,RUB,449158.28,2018-08-11 15:43:53+00:00,SPECIFIC_BANK,L26460065BFR4PT
26460105,2018-08-11 15:36:31+00:00,Dengo9067,MMattLeeE,ONLINE_SELL,0.01178293,0.01166627,0.00011666,0.01166627,0.01178293,5240.00,51.88,449158.13,RUB,449158.13,2018-08-11 15:45:36+00:00,SPECIFIC_BANK,L26460105BFR4QX
26461121,2018-08-11 15:50:53+00:00,MMattLeeE,ToniCrek,ONLINE_BUY,0.02307657,0.02307657,0.00023077,0.02284580,0.02284580,10000.00,100.00,437717.22,RUB,433339.96,2018-08-11 15:54:47+00:00,SPECIFIC_BANK,L26461121BFR5J5
26461506,2018-08-11 15:56:30+00:00,21Savage_77,MMattLeeE,ONLINE_SELL,0.01549441,0.01534100,0.00015341,0.01534100,0.01549441,6900.00,68.32,449775.11,RUB,449775.11,2018-08-11 15:59:29+00:00,SPECIFIC_BANK,L26461506BFR5TU
26464410,2018-08-11 16:39:54+00:00,kuzn1985,MMattLeeE,ONLINE_SELL,0.04531031,0.04486169,0.00044862,0.04486169,0.04531031,20000.00,198.02,445814.68,RUB,445814.68,2018-08-11 16:54:35+00:00,SPECIFIC_BANK,L26464410BFR82I
26469260,2018-08-11 17:54:53+00:00,MMattLeeE,Art.vanes,ONLINE_BUY,0.07715574,0.07715574,0.00077156,0.07638418,0.07638418,34830.78,348.31,455994.68,RUB,451434.72,2018-08-11 17:58:06+00:00,SPECIFIC_BANK,L26469260BFRBT8
26469690,2018-08-11 18:02:36+00:00,AlbertRobertovich,MMattLeeE,ONLINE_SELL,0.01066622,0.01056061,0.00010561,0.01056061,0.01066622,5000.00,49.51,473457.50,RUB,473457.50,2018-08-11 18:05:45+00:00,SPECIFIC_BANK,L26469690BFRC56
26469698,2018-08-11 18:02:46+00:00,eremauol,MMattLeeE,ONLINE_SELL,0.01535935,0.01520728,0.00015207,0.01520728,0.01535935,7200.00,71.29,473457.45,RUB,473457.45,2018-08-11 18:06:40+00:00,SPECIFIC_BANK,L26469698BFRC5E
26469772,2018-08-11 18:04:06+00:00,nemerot1993,MMattLeeE,ONLINE_SELL,0.01386612,0.01372883,0.00013729,0.01372883,0.01386612,6500.00,64.36,473456.22,RUB,473456.22,2018-08-11 18:07:36+00:00,SPECIFIC_BANK,L26469772BFRC7G
26469601,2018-08-11 18:00:58+00:00,debosh1ze,MMattLeeE,ONLINE_SELL,0.01066620,0.01056059,0.00010561,0.01056059,0.01066620,5000.00,49.51,473458.40,RUB,473458.40,2018-08-11 18:08:26+00:00,SPECIFIC_BANK,L26469601BFRC2P
26470159,2018-08-11 18:10:26+00:00,MMattLeeE,kaknado77,ONLINE_BUY,0.01105945,0.01105945,0.00011059,0.01094886,0.01094886,5000.00,50.00,456668.55,RUB,452102.05,2018-08-11 18:14:08+00:00,SPECIFIC_BANK,L26470159BFRCI7
26470180,2018-08-11 18:10:53+00:00,MMattLeeE,NickLave2017,ONLINE_BUY,0.01105945,0.01105945,0.00011059,0.01094886,0.01094886,5000.00,50.00,456668.55,RUB,452102.05,2018-08-11 18:16:26+00:00,SPECIFIC_BANK,L26470180BFRCIS
26469822,2018-08-11 18:04:57+00:00,MMattLeeE,Sonya05,ONLINE_BUY,0.01106151,0.01106151,0.00011062,0.01095089,0.01095089,5000.00,50.00,456583.89,RUB,452017.85,2018-08-11 18:17:46+00:00,SPECIFIC_BANK,L26469822BFRC8U
26470620,2018-08-11 18:19:49+00:00,MMattLeeE,TylerDurden88,ONLINE_BUY,0.03099842,0.03099842,0.00030998,0.03068844,0.03068844,14022.88,140.23,456943.40,RUB,452374.02,2018-08-11 18:25:55+00:00,SPECIFIC_BANK,L26470620BFRCV0
26470677,2018-08-11 18:20:44+00:00,diackster,MMattLeeE,ONLINE_SELL,0.01060058,0.01049562,0.00010496,0.01049562,0.01060058,5000.00,49.51,476389.20,RUB,476389.20,2018-08-11 18:26:24+00:00,SPECIFIC_BANK,L26470677BFRCWL
